payment_id,order_id,payment_date,payment_method,payment_status,amount
1064,1064,2024-09-04,Debit Card,Completed,48097.15
1065,1065,2025-03-21,Wallet,Completed,8938.21
1066,1066,2024-06-12,Debit Card,Pending,91338.77
1067,1067,2025-04-26,Credit Card,Completed,298838.44
1068,1068,2025-07-10,Cash on Delivery,Completed,285235.25
1069,1069,2024-05-30,Wallet,Completed,289222.73
1070,1070,2025-02-05,UPI,Completed,81215.04
1071,1071,2025-09-30,Cash on Delivery,Completed,240657.34
1072,1072,2025-09-14,Credit Card,Refunded,155676.22
1073,1073,2024-12-06,Wallet,Completed,49173.71
1074,1074,2024-03-02,Credit Card,Refunded,97536.04
1075,1075,2024-07-07,Wallet,Completed,142084.27
1076,1076,2025-11-28,UPI,Refunded,253634.33
1077,1077,2025-12-03,Wallet,Completed,75126.05
1078,1078,2025-04-14,Debit Card,Completed,308117.91
1079,1079,2024-08-31,Net Banking,Completed,237714.67
1080,1080,2024-05-17,UPI,Completed,250519.41
1081,1081,2024-08-10,Credit Card,Completed,212083.85
1082,1082,2025-06-04,Debit Card,Completed,44606.81
1083,1083,2024-11-27,Wallet,Completed,165309.57
1084,1084,2024-04-28,Debit Card,Completed,19680.96
1085,1085,2024-07-16,Net Banking,Completed,100407.44
1086,1086,2024-04-28,Credit Card,Refunded,124871.67
1087,1087,2024-08-31,Credit Card,Failed,165018.18
1088,1088,2024-05-20,Debit Card,Completed,124798.43
1089,1089,2025-01-30,Wallet,Completed,73910.36
1090,1090,2025-05-19,Wallet,Completed,92011.69
1091,1091,2024-11-09,Credit Card,Completed,162336.72
1092,1092,2024-03-12,Net Banking,Failed,178674.89
1093,1093,2025-06-12,Net Banking,Completed,225638.77
1094,1094,2025-09-09,Wallet,Completed,149872.05
1095,1095,2025-07-21,Net Banking,Completed,192869.8
1096,1096,2024-08-11,Cash on Delivery,Completed,62322.81
1097,1097,2025-12-28,Cash on Delivery,Failed,222274.93
1098,1098,2025-08-26,Credit Card,Completed,32919.07
1099,1099,2025-06-22,Wallet,Completed,294738.6
1100,1100,2025-09-19,Net Banking,Completed,12473.52
1101,1101,2024-01-02,Wallet,Completed,418007.71
1102,1102,2024-09-15,Net Banking,Completed,45809.07
1103,1103,2024-05-16,Wallet,Pending,46014.29
1104,1104,2024-02-23,Cash on Delivery,Completed,101823.87
1105,1105,2025-10-30,Debit Card,Completed,103856.74
1106,1106,2025-12-18,UPI,Refunded,100057.71
1107,1107,2024-04-16,Cash on Delivery,Completed,100306.05
1108,1108,2025-03-16,Credit Card,Completed,39954.95
1109,1109,2024-03-12,UPI,Completed,5698.52
1110,1110,2024-02-26,Cash on Delivery,Completed,118184.24
1111,1111,2025-12-21,Credit Card,Completed,316078.02
1112,1112,2025-06-04,Debit Card,Refunded,37524.64
1113,1113,2025-05-10,Net Banking,Completed,70420.91
1114,1114,2025-09-26,Wallet,Completed,145946.46
1115,1115,2024-01-06,Cash on Delivery,Completed,280969.94
1116,1116,2025-11-15,Wallet,Completed,329096.06
1117,1117,2024-12-25,Net Banking,Completed,213005.22
1118,1118,2024-02-14,Credit Card,Completed,98694.0
1119,1119,2025-06-15,UPI,Refunded,40291.16
1120,1120,2024-04-15,Net Banking,Completed,25853.7
1121,1121,2024-05-24,Credit Card,Completed,85350.04
1122,1122,2025-02-09,UPI,Completed,224716.32
1123,1123,2025-04-18,Net Banking,Completed,36513.78
1124,1124,2025-02-11,Debit Card,Completed,24997.04
1125,1125,2024-04-22,Wallet,Pending,172554.37
1126,1126,2025-07-09,Net Banking,Completed,136886.55
1127,1127,2025-10-31,Credit Card,Completed,154410.42
1128,1128,2025-11-08,Wallet,Completed,35212.83
1129,1129,2024-01-03,Wallet,Completed,191926.61
1130,1130,2024-03-21,Cash on Delivery,Completed,150718.32
1131,1131,2024-09-14,Net Banking,Completed,274355.18
1132,1132,2025-08-01,Credit Card,Failed,459596.83
1133,1133,2024-04-18,Credit Card,Completed,155143.22
1134,1134,2024-09-18,UPI,Completed,192561.62
1135,1135,2024-07-25,Cash on Delivery,Completed,82490.39
1136,1136,2024-07-20,Credit Card,Completed,106012.47
1137,1137,2025-07-08,Cash on Delivery,Completed,95754.18
1138,1138,2024-04-12,Debit Card,Completed,94103.96
1139,1139,2025-05-10,Wallet,Completed,292357.52
1140,1140,2025-04-19,Credit Card,Completed,63191.28
1141,1141,2024-11-16,Wallet,Pending,205954.84
1142,1142,2025-01-15,Net Banking,Completed,82245.0
1143,1143,2024-05-01,Cash on Delivery,Completed,85861.3
1144,1144,2025-11-28,Credit Card,Completed,56119.97
1145,1145,2024-09-16,Credit Card,Completed,117805.25
1146,1146,2025-10-18,UPI,Completed,204938.76
1147,1147,2025-11-03,Cash on Delivery,Completed,147359.63
1148,1148,2024-03-26,UPI,Completed,23426.49
1149,1149,2024-09-09,Debit Card,Completed,66705.14
1150,1150,2025-10-05,Net Banking,Completed,74228.74
1151,1151,2025-12-10,Wallet,Completed,84537.96
1152,1152,2024-07-16,Cash on Delivery,Completed,60159.62
1153,1153,2024-01-28,Debit Card,Completed,223987.68
1154,1154,2024-03-17,Debit Card,Completed,91751.45
1155,1155,2025-02-17,Net Banking,Completed,447983.05
1156,1156,2024-02-27,UPI,Completed,24939.62
1157,1157,2024-02-23,Cash on Delivery,Completed,470796.74
1158,1158,2024-09-04,UPI,Completed,72309.81
1159,1159,2024-05-17,Cash on Delivery,Completed,63511.35
1160,1160,2025-11-25,UPI,Completed,57757.47
1161,1161,2025-12-02,Debit Card,Completed,70381.3
1162,1162,2025-04-15,UPI,Completed,75162.69
1163,1163,2025-05-30,Wallet,Completed,257791.68
1164,1164,2024-12-20,Debit Card,Completed,55144.24
1165,1165,2024-08-24,UPI,Completed,33828.06
1166,1166,2025-04-30,Wallet,Failed,235096.81
1167,1167,2024-07-20,Wallet,Completed,56232.89
1168,1168,2024-05-21,Net Banking,Completed,6814.56
1169,1169,2025-04-03,Debit Card,Completed,81744.75
1170,1170,2024-03-08,Net Banking,Completed,139227.35
1171,1171,2024-09-15,Wallet,Completed,103393.11
1172,1172,2025-02-28,UPI,Completed,262317.76
1173,1173,2024-12-21,Wallet,Refunded,226521.17
1174,1174,2025-07-06,Debit Card,Completed,93002.34
1175,1175,2024-12-17,UPI,Completed,40963.06
1176,1176,2025-11-21,Debit Card,Completed,78266.66
1177,1177,2024-07-05,Net Banking,Refunded,27469.55
1178,1178,2025-06-08,Wallet,Completed,110004.49
1179,1179,2024-02-17,Credit Card,Pending,197372.24
1180,1180,2025-03-14,Wallet,Failed,13786.06
1181,1181,2025-11-12,Cash on Delivery,Failed,4558.82
1182,1182,2025-02-04,Credit Card,Completed,139053.89
1183,1183,2024-08-01,Net Banking,Pending,221345.93
1184,1184,2025-06-22,Cash on Delivery,Pending,1383.25
1185,1185,2024-03-05,Debit Card,Completed,313537.97
1186,1186,2024-01-12,UPI,Refunded,182225.8
1187,1187,2025-06-02,Wallet,Completed,86721.94
1188,1188,2025-03-19,Credit Card,Completed,224788.98
1189,1189,2024-10-23,Wallet,Completed,290234.32
1190,1190,2025-01-06,UPI,Completed,270651.36
1191,1191,2025-11-20,Debit Card,Completed,296345.16
1192,1192,2024-01-21,Credit Card,Completed,282511.32
1193,1193,2024-09-25,UPI,Completed,92985.92
1194,1194,2025-01-18,Wallet,Completed,228715.57
1195,1195,2024-08-02,Net Banking,Completed,225486.68
1196,1196,2024-09-06,Net Banking,Completed,160577.99
1197,1197,2024-04-27,Credit Card,Completed,24939.62
1198,1198,2025-01-02,UPI,Completed,52681.51
1199,1199,2025-08-03,Net Banking,Completed,159391.63
1200,1200,2025-07-19,UPI,Completed,275334.38
1201,1201,2024-01-25,Credit Card,Completed,6183.93
1202,1202,2024-01-30,Net Banking,Completed,152548.25
1203,1203,2024-12-29,Net Banking,Completed,115027.81
1204,1204,2025-02-15,Net Banking,Refunded,47254.22
1205,1205,2025-05-09,Net Banking,Completed,149325.07
1206,1206,2024-08-21,Wallet,Completed,170368.46
1207,1207,2025-03-04,Credit Card,Completed,330028.44
1208,1208,2024-08-18,Cash on Delivery,Completed,157708.67
1209,1209,2025-05-22,Wallet,Completed,220421.32
1210,1210,2024-04-10,Net Banking,Completed,26207.2
1211,1211,2025-10-13,Debit Card,Completed,90546.04
1212,1212,2025-09-18,Cash on Delivery,Completed,82563.04
1213,1213,2025-01-07,Debit Card,Completed,59639.77
1214,1214,2024-01-10,Wallet,Completed,173354.85
1215,1215,2024-11-28,Cash on Delivery,Refunded,16927.36
1216,1216,2024-07-28,Debit Card,Completed,94388.48
1217,1217,2025-11-04,Debit Card,Pending,253748.21
1218,1218,2024-05-27,Cash on Delivery,Failed,99008.22
1219,1219,2025-02-04,UPI,Completed,138145.54
1220,1220,2024-11-17,Cash on Delivery,Completed,17867.77
1221,1221,2024-04-12,Wallet,Completed,212289.26
1222,1222,2025-12-13,Debit Card,Completed,9831.37
1223,1223,2025-06-26,UPI,Completed,206727.53
1224,1224,2024-02-25,Wallet,Completed,162604.86
1225,1225,2025-05-21,Wallet,Completed,200690.41
1226,1226,2024-02-21,UPI,Completed,293946.05
1227,1227,2025-01-18,Cash on Delivery,Completed,264178.16
1228,1228,2025-10-04,Credit Card,Completed,154868.22
1229,1229,2025-01-11,Net Banking,Completed,44676.99
1230,1230,2025-01-05,Credit Card,Completed,227964.18
1231,1231,2025-04-27,Cash on Delivery,Failed,27759.53
1232,1232,2025-01-08,Wallet,Completed,23057.81
1233,1233,2024-08-07,Credit Card,Completed,362317.59
1234,1234,2025-03-28,Debit Card,Completed,188503.1
1235,1235,2024-02-11,Cash on Delivery,Completed,192081.85
1236,1236,2025-09-22,Net Banking,Completed,194610.36
1237,1237,2025-04-26,Net Banking,Completed,155349.73
1238,1238,2024-04-24,UPI,Completed,177578.71
1239,1239,2024-03-04,Wallet,Pending,93935.03
1240,1240,2025-11-05,UPI,Completed,165460.88
1241,1241,2025-02-16,Credit Card,Completed,277694.62
1242,1242,2025-12-21,Credit Card,Completed,325399.81
1243,1243,2024-02-26,Credit Card,Completed,21586.92
1244,1244,2024-08-30,Wallet,Completed,183413.86
1245,1245,2024-01-07,Debit Card,Completed,122236.03
1246,1246,2024-07-11,Wallet,Completed,373048.9
1247,1247,2024-02-01,Credit Card,Completed,97399.39
1248,1248,2025-10-05,Cash on Delivery,Completed,85710.84
1249,1249,2025-05-11,Debit Card,Completed,100438.62
1250,1250,2024-08-28,Credit Card,Completed,85928.22
1251,1251,2025-05-20,Debit Card,Completed,57082.0
1252,1252,2024-01-01,UPI,Completed,156957.68
1253,1253,2025-12-26,UPI,Failed,145894.6
1254,1254,2025-11-15,Wallet,Completed,282293.29
1255,1255,2024-01-16,Net Banking,Completed,405410.56
1256,1256,2024-11-26,UPI,Completed,308499.88
1257,1257,2024-01-06,Credit Card,Completed,157471.2
1258,1258,2025-07-03,Credit Card,Failed,92635.43
1259,1259,2025-03-30,Net Banking,Completed,144946.79
1260,1260,2024-08-15,UPI,Refunded,27343.43
1261,1261,2024-11-16,Cash on Delivery,Completed,143054.03
1262,1262,2025-02-09,Wallet,Completed,265668.21
1263,1263,2025-02-07,Net Banking,Completed,169952.65
1264,1264,2025-08-28,Debit Card,Completed,49347.0
1265,1265,2025-11-13,Cash on Delivery,Completed,142493.72
1266,1266,2024-11-20,Net Banking,Completed,384649.29
1267,1267,2025-09-04,Debit Card,Completed,5413.59
1268,1268,2025-05-27,UPI,Completed,157574.88
1269,1269,2025-05-09,Wallet,Completed,2849.26
1270,1270,2024-06-01,Net Banking,Completed,151014.74
1271,1271,2025-03-07,Net Banking,Completed,144967.81
1272,1272,2025-09-17,Cash on Delivery,Completed,65614.96
1273,1273,2024-04-04,Cash on Delivery,Completed,34323.19
1274,1274,2025-06-08,Net Banking,Completed,339718.4
1275,1275,2024-10-13,Wallet,Completed,69155.31
1276,1276,2024-10-29,UPI,Completed,417987.43
1277,1277,2024-01-03,Debit Card,Completed,75844.99
1278,1278,2025-06-08,UPI,Refunded,95881.75
1279,1279,2024-12-29,Debit Card,Completed,74109.12
1280,1280,2025-05-12,Net Banking,Completed,74237.85
1281,1281,2025-12-01,Cash on Delivery,Completed,122276.14
1282,1282,2025-12-24,UPI,Refunded,303831.06
1283,1283,2025-11-02,Credit Card,Completed,287309.82
1284,1284,2025-03-21,Debit Card,Completed,273055.56
1285,1285,2025-02-02,Credit Card,Completed,20180.87
1286,1286,2025-01-16,UPI,Completed,54495.5
1287,1287,2024-03-23,Cash on Delivery,Completed,6286.29
1288,1288,2025-01-04,Debit Card,Completed,133196.82
1289,1289,2024-03-21,Debit Card,Completed,206205.94
1290,1290,2025-09-05,Debit Card,Completed,71512.42
1291,1291,2024-02-07,Wallet,Failed,59976.71
1292,1292,2024-12-11,Debit Card,Completed,89240.68
1293,1293,2025-05-29,Cash on Delivery,Completed,210230.87
1294,1294,2024-06-16,Credit Card,Completed,221012.78
1295,1295,2024-04-22,Cash on Delivery,Completed,70370.82
1296,1296,2025-10-12,Credit Card,Completed,199095.58
1297,1297,2025-10-08,Cash on Delivery,Completed,42085.6
1298,1298,2024-08-28,Credit Card,Failed,194152.51
1299,1299,2024-12-18,Credit Card,Refunded,86265.26
1300,1300,2024-03-24,Net Banking,Completed,317672.98
1301,1301,2025-09-23,Credit Card,Completed,211465.07
1302,1302,2024-09-09,Net Banking,Completed,109814.82
1303,1303,2024-08-02,Debit Card,Completed,233644.9
1304,1304,2024-12-31,Debit Card,Completed,127090.85
1305,1305,2025-03-31,UPI,Completed,430483.14
1306,1306,2025-06-05,Wallet,Completed,245205.65
1307,1307,2025-10-24,UPI,Pending,182002.22
1308,1308,2025-12-13,UPI,Completed,358508.57
1309,1309,2025-09-20,Wallet,Completed,163161.24
1310,1310,2025-09-03,Net Banking,Completed,266116.3
1311,1311,2025-07-12,Credit Card,Completed,66085.43
1312,1312,2024-08-14,UPI,Completed,370198.89
1313,1313,2024-08-25,Debit Card,Completed,207780.57
1314,1314,2025-08-22,Net Banking,Completed,26280.58
1315,1315,2025-06-30,Net Banking,Completed,55307.72
1316,1316,2025-07-14,Wallet,Completed,35478.78
1317,1317,2024-10-21,Net Banking,Completed,39056.98
1318,1318,2025-10-30,Credit Card,Completed,278196.28
1319,1319,2024-10-14,Debit Card,Refunded,119693.29
1320,1320,2025-07-23,Credit Card,Completed,206988.09
1321,1321,2025-08-11,Wallet,Refunded,593414.22
1322,1322,2025-08-12,Net Banking,Completed,84832.42
1323,1323,2024-02-02,UPI,Refunded,350211.06
1324,1324,2025-09-26,Debit Card,Completed,182390.31
1325,1325,2025-11-26,Net Banking,Completed,243321.69
1326,1326,2024-07-28,Debit Card,Pending,402040.69
1327,1327,2025-01-02,Wallet,Completed,25013.22
1328,1328,2025-11-15,Debit Card,Completed,32253.53
1329,1329,2024-04-15,Credit Card,Completed,185155.51
1330,1330,2024-05-25,UPI,Completed,46605.5
1331,1331,2025-04-24,Net Banking,Completed,82532.38
1332,1332,2025-03-25,UPI,Completed,9303.69
1333,1333,2025-03-16,Debit Card,Completed,6814.56
1334,1334,2024-09-23,Net Banking,Completed,146514.76
1335,1335,2024-08-23,Credit Card,Refunded,196200.11
1336,1336,2025-03-29,Debit Card,Completed,301735.99
1337,1337,2024-11-25,Wallet,Completed,4142.05
1338,1338,2025-05-04,Wallet,Completed,81030.82
1339,1339,2025-10-08,UPI,Completed,66433.51
1340,1340,2025-04-15,Cash on Delivery,Completed,127859.62
1341,1341,2024-03-19,Cash on Delivery,Refunded,31897.79
1342,1342,2025-03-13,Cash on Delivery,Refunded,46444.35
1343,1343,2025-03-07,Wallet,Completed,76642.83
1344,1344,2025-08-23,Cash on Delivery,Failed,99424.46
1345,1345,2025-08-12,Cash on Delivery,Completed,171431.77
1346,1346,2024-07-21,Wallet,Completed,51069.47
1347,1347,2025-08-18,Net Banking,Refunded,88650.9
1348,1348,2024-02-08,UPI,Completed,269801.88
1349,1349,2024-09-12,Wallet,Failed,295320.68
1350,1350,2024-06-29,Wallet,Completed,33095.01
1351,1351,2024-08-05,Wallet,Completed,380172.38
1352,1352,2024-08-14,Credit Card,Completed,35676.99
1353,1353,2024-08-21,Credit Card,Completed,139475.72
1354,1354,2024-04-27,Cash on Delivery,Completed,21063.76
1355,1355,2025-10-06,Cash on Delivery,Completed,228539.2
1356,1356,2024-06-04,Wallet,Completed,103030.67
1357,1357,2025-10-12,Cash on Delivery,Completed,100548.23
1358,1358,2024-06-25,Debit Card,Completed,141204.66
1359,1359,2024-06-03,UPI,Completed,122402.19
1360,1360,2024-10-05,Credit Card,Completed,111634.26
1361,1361,2024-09-21,Cash on Delivery,Completed,101285.62
1362,1362,2024-08-06,Credit Card,Completed,393437.16
1363,1363,2025-08-02,Debit Card,Completed,159706.17
1364,1364,2024-08-24,Net Banking,Completed,27415.0
1365,1365,2024-07-23,Debit Card,Completed,352499.23
1366,1366,2025-06-24,Credit Card,Completed,150724.89
1367,1367,2024-11-07,Credit Card,Completed,68498.72
1368,1368,2024-05-14,Net Banking,Completed,105909.25
1369,1369,2024-09-13,Net Banking,Refunded,344965.65
1370,1370,2025-03-25,Wallet,Completed,110417.47
1371,1371,2024-01-31,Debit Card,Completed,238632.22
1372,1372,2024-03-09,Net Banking,Pending,56110.04
1373,1373,2025-07-03,Credit Card,Completed,100407.44
1374,1374,2024-08-07,Cash on Delivery,Completed,4060.2
1375,1375,2024-01-19,UPI,Completed,165341.66
1376,1376,2025-10-06,Wallet,Completed,119863.0
1377,1377,2025-02-25,Debit Card,Completed,189289.4
1378,1378,2024-02-14,Debit Card,Pending,86895.58
1379,1379,2024-08-31,Cash on Delivery,Completed,204969.91
1380,1380,2024-11-16,Cash on Delivery,Completed,116821.46
1381,1381,2025-09-26,Credit Card,Refunded,317722.9
1382,1382,2025-12-25,Cash on Delivery,Completed,253102.17
1383,1383,2025-09-15,Net Banking,Completed,202393.96
1384,1384,2025-06-17,Wallet,Completed,140620.11
1385,1385,2025-11-13,Wallet,Completed,115806.64
1386,1386,2025-04-10,Wallet,Completed,160127.26
1387,1387,2025-09-13,Net Banking,Completed,108097.77
1388,1388,2025-08-23,Debit Card,Completed,187976.69
1389,1389,2025-12-05,Credit Card,Completed,179302.03
1390,1390,2025-06-04,Cash on Delivery,Completed,157702.75
1391,1391,2025-11-16,Cash on Delivery,Completed,6116.29
1392,1392,2025-02-22,Credit Card,Completed,50698.55
1393,1393,2024-05-03,Cash on Delivery,Refunded,58958.4
1394,1394,2024-07-05,Wallet,Completed,421432.56
1395,1395,2025-08-03,Debit Card,Refunded,320254.88
1396,1396,2024-06-04,UPI,Completed,321904.31
1397,1397,2025-09-18,UPI,Completed,139255.23
1398,1398,2024-03-07,Wallet,Failed,230927.03
1399,1399,2024-07-02,Cash on Delivery,Completed,280964.34
1400,1400,2024-08-13,Net Banking,Completed,29618.87
1401,1401,2024-03-02,Cash on Delivery,Completed,12373.54
1402,1402,2024-11-26,Wallet,Completed,86106.75
1403,1403,2024-12-05,Net Banking,Completed,193991.31
1404,1404,2024-07-11,Cash on Delivery,Failed,289007.74
1405,1405,2025-11-08,Debit Card,Completed,82156.0
1406,1406,2025-12-24,Debit Card,Completed,173977.13
1407,1407,2024-03-05,Credit Card,Failed,72362.11
1408,1408,2024-02-13,Cash on Delivery,Completed,226407.18
1409,1409,2025-01-10,Wallet,Completed,347817.86
1410,1410,2025-04-28,UPI,Completed,99919.55
1411,1411,2025-11-18,Net Banking,Refunded,179962.66
1412,1412,2025-05-12,Wallet,Completed,234156.5
1413,1413,2025-08-02,UPI,Completed,162112.86
1414,1414,2025-05-29,Debit Card,Completed,70539.79
1415,1415,2025-07-08,Net Banking,Refunded,194983.38
1416,1416,2024-03-05,Net Banking,Completed,269251.14
1417,1417,2025-11-14,Debit Card,Pending,201062.33
1418,1418,2025-01-20,Credit Card,Completed,20843.09
1419,1419,2025-12-01,Credit Card,Completed,159356.28
1420,1420,2024-09-11,Credit Card,Completed,81765.15
1421,1421,2024-06-11,Credit Card,Completed,26789.88
1422,1422,2024-01-18,Wallet,Completed,468270.71
1423,1423,2025-02-14,Wallet,Completed,294307.53
1424,1424,2025-04-20,Credit Card,Completed,30494.66
1425,1425,2024-11-01,Credit Card,Completed,12889.14
1426,1426,2024-01-12,UPI,Completed,222264.0
1427,1427,2024-08-17,UPI,Completed,193909.01
1428,1428,2024-01-16,UPI,Completed,16945.7
1429,1429,2025-05-02,Net Banking,Completed,181516.83
1430,1430,2025-11-14,Debit Card,Failed,1424.63
1431,1431,2025-02-18,Cash on Delivery,Completed,257687.3
1432,1432,2025-02-16,Cash on Delivery,Completed,103121.16
1433,1433,2024-11-11,Cash on Delivery,Completed,153920.38
1434,1434,2024-11-09,Wallet,Completed,39166.77
1435,1435,2025-05-17,Cash on Delivery,Completed,59063.24
1436,1436,2025-07-17,Cash on Delivery,Completed,232860.65
1437,1437,2025-01-28,Wallet,Completed,193368.98
1438,1438,2025-06-12,Debit Card,Completed,91929.04
1439,1439,2024-07-18,Net Banking,Completed,190579.8
1440,1440,2025-11-13,Credit Card,Completed,4220.82
1441,1441,2024-12-15,Debit Card,Completed,264491.53
1442,1442,2024-10-31,Credit Card,Completed,36686.14
1443,1443,2024-07-31,Wallet,Completed,8751.29
1444,1444,2025-05-16,Wallet,Completed,138120.46
1445,1445,2025-08-03,Debit Card,Completed,345002.47
1446,1446,2025-05-13,Debit Card,Completed,33141.49
1447,1447,2025-04-21,UPI,Completed,365782.94
1448,1448,2025-12-03,UPI,Completed,77560.42
1449,1449,2025-06-20,Cash on Delivery,Completed,87705.06
1450,1450,2024-06-22,Debit Card,Completed,84165.99
1451,1451,2024-11-06,Cash on Delivery,Completed,117083.49
1452,1452,2024-09-24,Debit Card,Completed,58888.62
1453,1453,2025-03-17,Net Banking,Completed,214155.96
1454,1454,2025-08-12,Debit Card,Completed,161747.23
1455,1455,2025-05-31,UPI,Failed,213672.96
1456,1456,2024-12-11,Net Banking,Completed,123299.55
1457,1457,2025-05-08,Net Banking,Completed,40882.58
1458,1458,2025-11-25,Credit Card,Completed,162098.04
1459,1459,2025-02-15,Credit Card,Completed,22048.46
1460,1460,2025-03-28,Net Banking,Completed,304667.69
1461,1461,2024-09-29,Cash on Delivery,Completed,99956.69
1462,1462,2024-03-24,Cash on Delivery,Completed,100421.77
1463,1463,2025-12-30,Net Banking,Completed,54214.71
1464,1464,2024-01-04,Wallet,Refunded,442924.42
1465,1465,2024-01-16,Credit Card,Completed,17610.95
1466,1466,2025-06-07,Cash on Delivery,Completed,166635.73
1467,1467,2025-06-04,Wallet,Completed,276977.43
1468,1468,2025-12-13,Debit Card,Pending,121886.73
1469,1469,2025-12-21,UPI,Completed,60256.24
1470,1470,2025-11-09,UPI,Completed,49859.53
1471,1471,2024-04-14,UPI,Failed,4915.69
1472,1472,2025-01-12,Debit Card,Completed,85582.86
1473,1473,2025-11-07,Net Banking,Completed,217653.76
1474,1474,2024-08-17,Debit Card,Completed,303626.39
1475,1475,2024-04-08,Cash on Delivery,Completed,165935.55
1476,1476,2024-04-15,Wallet,Completed,396980.99
1477,1477,2025-05-31,UPI,Completed,8023.72
1478,1478,2024-10-02,Wallet,Completed,79395.81
1479,1479,2025-08-18,Credit Card,Completed,12207.08
1480,1480,2025-02-05,Wallet,Failed,132380.03
1481,1481,2025-01-08,Cash on Delivery,Completed,98991.1
1482,1482,2025-09-25,Debit Card,Completed,236672.5
1483,1483,2024-10-17,Wallet,Completed,160052.8
1484,1484,2025-01-14,Cash on Delivery,Completed,252635.54
1485,1485,2025-04-27,Net Banking,Completed,42259.09
1486,1486,2024-06-09,Cash on Delivery,Completed,132830.38
1487,1487,2024-09-10,Cash on Delivery,Failed,278132.22
1488,1488,2024-06-02,Credit Card,Completed,86938.03
1489,1489,2025-01-26,Debit Card,Refunded,267982.2
1490,1490,2024-04-13,Net Banking,Completed,53156.88
1491,1491,2025-01-22,Net Banking,Completed,104177.0
1492,1492,2025-01-07,Credit Card,Completed,111257.14
1493,1493,2024-12-30,Wallet,Failed,77248.86
1494,1494,2024-09-07,Wallet,Completed,73123.71
1495,1495,2024-12-29,Debit Card,Completed,230073.28
1496,1496,2024-02-23,Net Banking,Pending,172144.68
1497,1497,2024-05-19,Debit Card,Completed,146666.53
1498,1498,2024-05-09,UPI,Completed,501759.22
1499,1499,2024-06-03,Credit Card,Refunded,99774.45
1500,1500,2025-10-02,UPI,Completed,161081.37
1501,1501,2024-11-07,Net Banking,Refunded,122774.72
1502,1502,2025-11-21,Cash on Delivery,Completed,306983.59
1503,1503,2024-02-20,UPI,Completed,152867.92
1504,1504,2025-12-24,Credit Card,Completed,178003.92
1505,1505,2024-03-18,Cash on Delivery,Completed,177643.62
1506,1506,2024-08-18,Net Banking,Completed,283147.26
1507,1507,2025-05-24,Wallet,Completed,41906.8
1508,1508,2024-09-10,Cash on Delivery,Refunded,77125.3
1509,1509,2024-12-29,Debit Card,Completed,429761.42
1510,1510,2024-11-11,Credit Card,Refunded,319602.87
1511,1511,2025-11-29,Wallet,Completed,282608.99
1512,1512,2025-01-16,Net Banking,Completed,39062.74
1513,1513,2024-02-25,Wallet,Completed,67602.5
1514,1514,2024-02-10,Wallet,Completed,42804.94
1515,1515,2024-12-28,Cash on Delivery,Completed,146228.21
1516,1516,2024-03-04,Net Banking,Pending,337615.68
1517,1517,2025-03-01,UPI,Completed,57822.79
1518,1518,2024-09-28,Net Banking,Completed,78620.02
1519,1519,2024-06-10,Wallet,Completed,112523.22
1520,1520,2025-12-26,Wallet,Refunded,26789.88
1521,1521,2025-12-17,Net Banking,Pending,18310.62
1522,1522,2024-02-29,Wallet,Refunded,48645.96
1523,1523,2024-06-23,Wallet,Completed,97425.44
1524,1524,2024-03-12,Wallet,Completed,244446.14
1525,1525,2024-09-05,Net Banking,Completed,52960.9
1526,1526,2025-06-06,UPI,Completed,74291.37
1527,1527,2025-09-15,Cash on Delivery,Completed,62026.98
1528,1528,2025-01-30,UPI,Completed,97747.47
1529,1529,2024-12-28,Cash on Delivery,Completed,231607.23
1530,1530,2024-04-29,UPI,Completed,171731.96
1531,1531,2024-07-11,Net Banking,Completed,252155.29
1532,1532,2025-11-09,Wallet,Completed,255415.69
1533,1533,2025-02-17,UPI,Completed,70437.12
1534,1534,2024-07-02,Wallet,Completed,251887.79
1535,1535,2024-03-07,Wallet,Completed,105018.14
1536,1536,2024-06-11,Wallet,Completed,236182.94
1537,1537,2024-08-17,UPI,Completed,113921.76
1538,1538,2025-08-04,Cash on Delivery,Completed,135922.04
1539,1539,2025-04-20,Debit Card,Completed,218417.92
1540,1540,2024-12-18,UPI,Completed,174410.54
1541,1541,2025-01-08,Wallet,Completed,30632.4
1542,1542,2025-04-13,Net Banking,Completed,47527.15
1543,1543,2024-03-31,Wallet,Completed,40356.73
1544,1544,2024-08-17,Credit Card,Completed,7232.65
1545,1545,2024-10-03,Wallet,Completed,99175.3
1546,1546,2024-11-19,Net Banking,Failed,167880.22
1547,1547,2024-04-10,Net Banking,Completed,27784.61
1548,1548,2024-12-18,Credit Card,Completed,290233.06
1549,1549,2024-06-26,Credit Card,Refunded,235583.54
1550,1550,2024-09-25,Debit Card,Pending,126948.38
1551,1551,2025-11-24,Net Banking,Completed,20085.41
1552,1552,2025-02-04,Wallet,Completed,233844.09
1553,1553,2025-08-29,UPI,Completed,24592.52
1554,1554,2024-08-03,Wallet,Refunded,2421.87
1555,1555,2024-10-16,Credit Card,Completed,77414.51
1556,1556,2025-12-07,UPI,Pending,385840.9
1557,1557,2024-04-29,Net Banking,Completed,100471.02
1558,1558,2024-03-28,Net Banking,Completed,74544.15
1559,1559,2024-07-26,Credit Card,Failed,215791.18
1560,1560,2025-10-27,UPI,Refunded,142517.65
1561,1561,2024-10-13,Credit Card,Completed,102851.25
